"GATA3","FOXP3","tipus"
6.62298042941893,4.03194872465567,"Tipus B"
5.86462368769471,4.64762111489798,"Tipus B"
5.76696334673893,5.60970464940605,"Tipus B"
6.57325094915112,3.64010315122672,"Tipus B"
5.60819263456861,5.80427404742346,"Tipus B"
6.08989415139905,4.33600054913822,"Tipus B"
5.54311001819662,5.60629516711186,"Tipus B"
8.97515496392418,4.16977783187931,"Tipus B"
6.05739336403174,4.3356981715067,"Tipus B"
5.75082545113394,5.74264715549987,"Tipus B"
5.52857856108542,5.40653074445349,"Tipus B"
9.29536216261988,5.07055098441042,"Tipus B"
9.04898062124852,4.22486898891079,"Tipus B"
8.92203296757523,4.70897715280674,"Tipus B"
9.16849002591576,5.59629734912405,"Tipus B"
5.48137733439065,5.46248226693794,"Tipus B"
6.03397448065163,5.17194344732906,"Tipus B"
9.12764924080538,4.89450877851874,"Tipus B"
